task,unit,level,max_iter,max_eval,recorded_n_iter,recorded_closure_calls,recorded_budget_exhausted_flag,binding_budget,stop_reason,flag_was_misleading,source_path
E7,916102|926001|0.02,,1000,1250,654,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,654,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,929,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,929,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,929,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,883,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,883,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,883,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,880,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,880,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,880,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916102|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,716,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,716,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,716,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,908,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,908,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,908,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,1000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,1000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,1000,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,874,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,874,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,874,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,896,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,896,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,896,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,897,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,897,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,897,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,723,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,723,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,723,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,728,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,728,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,728,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
E7,916103|926001|0.02,,1000,1250,625,,,UNKNOWN,"UNKNOWN: only accepted iterations were recorded, so the eval budget cannot be checked against max_eval. Not reconstructed by re-running.",False,outputs/heldout/e7/e7_profile_resolution.csv
